,id,title,vendor,prod_type,publish,price (MYR),compare_at_price (MYR),weight (grams),available,sku
606,7655348797661,Normfest Soules - Interior Lubricating Spray 300Ml,Normfest,Car Care Accessories,2022-04-14T08:36:00+01:00,54.00,,500,False,NOR2897449
607,7655345357021,Farecla G3 Pro Lambs Wool Wash Mitt 1 Mitt,Farecla,Car Care Accessories,2022-04-14T08:34:51+01:00,64.00,,500,False,552981140
608,7655344570589,Auto Finesse Microfiber Applicator,Auto Finesse,Car Care Accessories,2022-04-14T08:34:36+01:00,20.00,20.00,500,True,552998490
609,7655344079069,Trade Quality Hydro Noodle Wash Mit,Martin Cox,Car Care Accessories,2022-04-14T08:34:28+01:00,25.00,27.00,1000,True,552980350
610,7655343882461,Trade Quality Waffle Quick-Dry Blue Microfibre Drying Towel,Martin Cox,Car Care Accessories,2022-04-14T08:34:26+01:00,25.00,26.00,500,True,552980810
611,7655342768349,Streetwize Monkey Mitt,Streetwize,Car Care Accessories,2022-04-14T08:34:06+01:00,30.00,28.00,500,True,553983100
612,7655342375133,Trade Quality Premium Microfibre 10 Pack 40X40Cm - Blue,Martin Cox,Car Care Accessories,2022-04-14T08:33:58+01:00,50.00,49.00,500,True,549779541
613,7655341752541,Amtech Flat Expandable Hose On Reel - 50Ft,Amtech,Car Care Accessories,2022-04-14T08:33:46+01:00,116.00,,2000,False,553997650
614,7655341097181,Amtech U2055 Tap To Hose Connector - Female,Amtech,Car Care Accessories,2022-04-14T08:33:35+01:00,20.00,,500,False,553981640
615,7655340966109,Amtech U2050 Tap To Hose Connector - Male,Amtech,Car Care Accessories,2022-04-14T08:33:33+01:00,20.00,,500,False,553981150
616,7655340441821,Benson Watering Can 10Ltr Green,Benson,Car Care Accessories,2022-04-14T08:33:24+01:00,31.00,,7000,False,560999130
617,7655340015837,Trade Quality Waffle Micro Fibre Drying Towel,Martin Cox,Car Care Accessories,2022-04-14T08:33:14+01:00,25.00,25.00,500,True,549771701
618,7655339786461,Trade Quality 100% Cotton Stockinette 100Gm,Martin Cox,Car Care Accessories,2022-04-14T08:33:08+01:00,5.00,5.00,500,True,549771551
619,7655338213597,Ultimate Detailers 3 Brush Set,Ultimate Detailers,Car Care Accessories,2022-04-14T08:32:46+01:00,125.00,124.00,1000,True,552777861
620,7655337558237,Trade Quality Soft Alloy Wheel Brush,Martin Cox,Car Care Accessories,2022-04-14T08:32:34+01:00,40.00,40.00,500,True,552980560
621,7655336935645,Chemical Guys Buckets,Chemical Guys,Car Care Accessories,2022-04-14T08:32:22+01:00,50.00,50.00,10000,False,552999880
